1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007250881-6a06 | http://is2.auto.ru/all/images/5b/3d/60x45/5b3dca96.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 68 000 |  1997  |  168 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Пушкино | 22.01.15
1007188979-a459 | http://is11.auto.ru/all/images/23/ce/60x45/23ce473a.jpg |  ВАЗ 2121 (4x4) 21218i1.7 MT (79 л.с.) 4WD  | #0000FF | 1 500 |  2003  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Колпино | 22.01.15
1007251393-92eef | http://is1.auto.ru/all/images/df/be/60x45/dfbe1a78.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 120 000 |  1999  |  150 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Коченево | 22.01.15
1007247179-cbf2 | http://is12.auto.ru/all/images/12/8d/60x45/128d25fa.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 212 000 |  2010  |  74 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 22.01.15
1007250933-9a50cd | http://is10.auto.ru/all/images/46/a5/60x45/46a568d3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 155 000 |  2002  |  67 777 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Истра | 22.01.15
1006675815-89cfc | http://is17.auto.ru/all/images/da/03/60x45/da039eb3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 80 000 |  1998  |  123 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Сухиничи | 22.01.15
1007187875-3b90b1 | http://is6.auto.ru/all/images/28/c4/60x45/28c4df68.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 250 000 |  2006  |  45 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Лебедянь | 22.01.15
1006569145-f64c10 | http://is5.auto.ru/all/images/9a/01/60x45/9a01d2c6.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 65 000 |  1996  |  131 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Суворов | 22.01.15
47044088-76245 | http://is6.auto.ru/all/images/28/8a/60x45/288aac6c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 199 000 |  2009  |  120 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Великий Новгород | 22.01.15
41462172-cad1 | http://is13.auto.ru/all/images/90/c9/60x45/90c96fad.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 125 000 |  1988  |  50 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 22.01.15
1006310183-5b56b8 | http://is17.auto.ru/all/images/fc/b5/60x45/fcb5fb1e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #9966CC | 200 000 |  2002  |  147 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Переславль-Залесский | 22.01.15
1002420375-4fb1 | http://is12.auto.ru/all/images/86/92/60x45/869243f4.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FF0000 | 240 000 |  1995  |  15 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 22.01.15
1007115701-aac83 | http://is15.auto.ru/all/images/75/3a/60x45/753a9f0f.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 323 000 |  2012  |  24 850 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Мичуринск | 22.01.15
1007249115-61ea9 | http://is13.auto.ru/all/images/8e/30/60x45/8e3077a8.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 80 000 |  1998  |  90 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Архангельск | 22.01.15
1007232277-22719 | http://is2.auto.ru/all/images/ac/a9/60x45/aca9e5fe.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 144 444 |  2000  |  87 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007159169-911ce | http://is3.auto.ru/all/images/3e/b4/60x45/3eb44a8c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #34ba2b | 185 555 |  2002  |  135 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007165013-dfce1e | http://is15.auto.ru/all/images/02/b6/60x45/02b61b3c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FFFFFF | 89 000 |  2001  |  120 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 22.01.15
1007248701-abaa8 | http://is7.auto.ru/all/images/d7/52/60x45/d752c178.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 250 000 |  1996  |  210 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Новороссийск | 22.01.15
1007248373-d570 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 120 000 |  2003  |  98 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007247297-bd93 | http://is6.auto.ru/all/images/c8/0c/60x45/c80cd0a4.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 240 000 |  2010  |  16 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Павлово | 22.01.15
1002613429-197a19 | http://is16.auto.ru/all/images/bf/62/60x45/bf62e19f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 170 000 |  2002  |  62 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 22.01.15
1007247741-0ef2a | http://is6.auto.ru/all/images/1b/2d/60x45/1b2d4951.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 150 000 |  2002  |  44 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 22.01.15
49101850-e006 | http://is6.auto.ru/all/images/aa/81/60x45/aa81074b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 195 000 |  2008  |  86 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Темрюк | 22.01.15
1005183549-2ee7 | http://is3.auto.ru/all/images/a5/6d/60x45/a56d6331.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 150 000 |  1998  |  3 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1003328460-65b1 | http://is18.auto.ru/all/images/fe/ee/60x45/feee5ffd.jpg |  ВАЗ 2121 (4x4) 212181.7 MT (79 л.с.) 4WD  | #fde910 | 160 000 |  2001  |  124 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007176371-412b7 | http://is6.auto.ru/all/images/2c/ee/60x45/2cee4d3c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 325 000 |  2013  |  32 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007246073-890d08 | http://is6.auto.ru/all/images/0e/dc/60x45/0edc0924.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 150 000 |  1999  |  83 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Людиново | 22.01.15
1007180037-bffc7 | http://is13.auto.ru/all/images/08/75/60x45/0875c749.jpg |  ВАЗ 2121 (4x4)1.7 MT (80 л.с.) 4WD  | #34ba2b | 270 000 |  2010  |  33 600 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Максатиха | 22.01.15
1006801811-7e1d7 | http://is2.auto.ru/all/images/7b/62/60x45/7b62922c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 165 000 |  2008  |  96 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 22.01.15
1007242645-17817 | http://is8.auto.ru/all/images/3b/b2/60x45/3bb25b80.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 260 000 |  2009  |  25 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Псков | 22.01.15
1006268335-722e | http://is9.auto.ru/all/images/73/82/60x45/73829f30.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 365 000 |  2013  |  52 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Старый Оскол | 22.01.15
1007242441-1637 | http://is1.auto.ru/all/images/62/ae/60x45/62ae6219.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 94 000 |  1999  |  107 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Нововоронеж | 22.01.15
1007242471-c861f4 | http://is2.auto.ru/all/images/7f/ee/60x45/7feec0b8.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 145 000 |  1998  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Мучкапский | 22.01.15
1007241337-4896 | http://is8.auto.ru/all/images/c7/28/60x45/c7287c78.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 195 000 |  2008  |  61 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Узловая | 22.01.15
1007241769-eb64 | http://is1.auto.ru/all/images/db/61/60x45/db617e83.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 360 000 |  2011  |  81 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007159037-0c2de4 | http://is11.auto.ru/all/images/d6/f5/60x45/d6f5a6f6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 249 000 |  2010  |  61 711 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Подольск | 22.01.15
1007240911-9fb7e4 | http://is8.auto.ru/all/images/9c/c6/60x45/9cc68b48.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 105 000 |  1996  |  128 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 22.01.15
1007240807-40c70d | http://is11.auto.ru/all/images/a1/fb/60x45/a1fbba15.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 65 000 |  1999  |  65 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 22.01.15
1007240697-8f5e1 | http://is2.auto.ru/all/images/c2/59/60x45/c259b56a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 145 000 |  2012  |  35 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 22.01.15
1007240645-38df79 | http://is4.auto.ru/all/images/1a/2a/60x45/1a2a2a03.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 95 000 |  1997  |  134 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Балабаново | 22.01.15
1005447487-788e | http://is8.auto.ru/all/images/d4/f8/60x45/d4f807db.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #000000 | 130 000 |  2000  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Клин | 22.01.15
1004693857-6029 | http://is15.auto.ru/all/images/72/27/60x45/7227b6ef.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FF0000 | 110 000 |  1996  |  200 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Шаховская | 22.01.15
1007239665-d137b | http://is6.auto.ru/all/images/46/95/60x45/469544bb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 160 000 |  2003  |  117 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Орск | 22.01.15
1007208517-1fb46e | http://is3.auto.ru/all/images/02/60/60x45/02608fa2.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 310 000 |  2011  |  34 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007233931-00a7 | http://is4.auto.ru/all/images/29/50/60x45/29509690.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 122 222 |  2004  |  132 546 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
50140590-3d83 | http://is16.auto.ru/all/images/22/89/60x45/2289f3f6.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 260 000 |  2011  |  53 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Елец | 22.01.15
1006933991-cbef | http://is6.auto.ru/all/images/df/17/60x45/df176b89.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 215 000 |  2007  |  175 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007238079-9a7345 | http://is6.auto.ru/all/images/0d/1c/60x45/0d1c77b1.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 265 000 |  2011  |  32 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1006986173-d1716 | http://is17.auto.ru/all/images/f8/95/60x45/f8951914.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 400 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Самара | 22.01.15
1007237939-85675 | http://is3.auto.ru/all/images/68/60/60x45/68605bb7.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 310 000 |  2012  |  39 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 22.01.15
1007237979-2e3307 | http://is13.auto.ru/all/images/af/1f/60x45/af1f607b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 90 000 |  1996  |  110 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Павлово | 22.01.15
1007238615-812bc | http://is18.auto.ru/all/images/10/cf/60x45/10cf44ab.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 465 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007238397-5c68 | http://is4.auto.ru/all/images/1c/47/60x45/1c478d6e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 99 888 |  1995  |  124 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 22.01.15
1007238359-e469 | http://is12.auto.ru/all/images/7c/e6/60x45/7ce6eefd.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 80 000 |  1996  |  190 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 22.01.15
1007238103-02db | http://is14.auto.ru/all/images/21/a9/60x45/21a96909.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 230 000 |  2010  |  61 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007238097-095f7 | http://is18.auto.ru/all/images/47/90/60x45/47905a8c.jpg |  ВАЗ 2121 (4x4) Urban1.7 MT (83 л.с.) 4WD  | #FFFFFF | 460 000 |  2014  |  1 009 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 22.01.15
1006308853-b17557 | http://is14.auto.ru/all/images/9e/d3/60x45/9ed366c7.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 338 000 |  2013  |  36 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007237507-05b1c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 180 000 |  2009  |  6 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007237203-e8f4cf | http://is1.auto.ru/all/images/59/d7/60x45/59d77c86.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 449 000 |  2014  |  2 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тольятти | 22.01.15
1007236055-e7368 | http://is9.auto.ru/all/images/d6/e7/60x45/d6e7d9c3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #9966CC | 149 000 |  2001  |  170 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 22.01.15
1004233769-45f16 | http://is9.auto.ru/all/images/94/b9/60x45/94b9c9d3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 280 000 |  2007  |  49 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007037659-c5aa3 | http://is12.auto.ru/all/images/dd/02/60x45/dd024c9a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 83 000 |  2002  |  63 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 22.01.15
1007235619-2fa23 | http://is7.auto.ru/all/images/03/a4/60x45/03a44819.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 149 900 |  2003  |  78 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1006860435-9a46 | http://is9.auto.ru/all/images/6b/dd/60x45/6bdd3f18.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #926547 | 110 000 |  1987  |  15 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 22.01.15
1007224613-665d1d | http://is18.auto.ru/all/images/76/1a/60x45/761afe1a.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #0000FF | 150 000 |  2001  |  97 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1006575705-e91d | http://is15.auto.ru/all/images/b4/4b/60x45/b44b9a10.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 115 000 |  1999  |  58 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 22.01.15
1006921085-fcd2 | http://is17.auto.ru/all/images/94/bd/60x45/94bd20a9.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 130 000 |  1999  |  127 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 22.01.15
1007234685-514e6 | http://is2.auto.ru/all/images/a6/d4/60x45/a6d455e4.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #9966CC | 135 000 |  2002  |  104 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1006993533-997eb | http://is4.auto.ru/all/images/aa/73/60x45/aa73e164.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #000000 | 155 000 |  2000  |  58 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007041733-49e6 | http://is5.auto.ru/all/images/fd/27/60x45/fd275387.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 246 000 |  2009  |  67 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Борисоглебск | 22.01.15
1005570437-f1a841 | http://is10.auto.ru/all/images/43/0c/60x45/430c8805.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 410 000 |  2014  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ижевск | 22.01.15
1007233987-130c9 | http://is12.auto.ru/all/images/45/a8/60x45/45a8bc43.jpg |  ВАЗ 2121 (4x4) Urban1.7 MT (83 л.с.) 4WD  | #0000FF | 275 000 |  2014  |  1 300 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 22.01.15
1007039025-4e8f6 | http://is5.auto.ru/all/images/fd/b4/60x45/fdb46e30.jpg |  ВАЗ 2121 (4x4)1.6 MT (78 л.с.) 4WD  | #34ba2b | 87 000 |  1999  |  139 000 км  |  1.6 MT (78 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 22.01.15
