1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007290073-d3fb | http://is11.auto.ru/all/images/54/59/60x45/54599a9a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 237 000 |  2001  |  270 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007114189-a51b | http://is14.auto.ru/all/images/54/ba/60x45/54baf37b.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #FFFFFF | 1 159 000 |  2014  |  25 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1006804421-5c1cf2 | http://is17.auto.ru/all/images/79/ce/60x45/79ce9020.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #000000 | 535 000 |  2007  |  135 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007292785-0869cc | http://is4.auto.ru/all/images/02/85/60x45/02857e2b.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 650 000 |  2011  |  80 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Фрязино | 23.01.15
1005453439-5b3fb | http://is11.auto.ru/all/images/15/fc/60x45/15fcb6aa.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 870 000 |  2012  |  33 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007292527-2291 | http://is10.auto.ru/all/images/a8/e5/60x45/a8e5583a.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #CACECB | 549 000 |  2011  |  61 500 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007292123-7594d2 | http://is15.auto.ru/all/images/ea/1c/60x45/ea1cad85.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 270 000 |  2003  |  139 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Реутов | 23.01.15
1007291973-7420f | http://is18.auto.ru/all/images/c9/c5/60x45/c9c5f14d.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 245 000 |  2001  |  113 542 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291967-f60eac | http://is4.auto.ru/all/images/c0/65/60x45/c0659e14.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #CACECB | 275 000 |  2003  |  115 487 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291873-15fb4e | http://is9.auto.ru/all/images/c3/0e/60x45/c30e6b89.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 275 000 |  2003  |  85 975 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007291319-268883 | http://is15.auto.ru/all/images/97/4b/60x45/974b2dbf.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0088ff | 255 000 |  2005  |  89 500 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291197-f5edb7 | http://is18.auto.ru/all/images/df/ab/60x45/dfab5489.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 265 000 |  2005  |  79 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291317-018c43 | http://is17.auto.ru/all/images/32/0a/60x45/320a4cdf.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 300 000 |  2007  |  63 550 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291055-b15aed | http://is2.auto.ru/all/images/6e/23/60x45/6e235d1b.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #9c9999 | 350 000 |  2010  |  63 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007291041-a9a84 | http://is5.auto.ru/all/images/ec/e8/60x45/ece8851f.jpg |  Skoda Octavia I Рестайлинг1.6 AT (102 л.с.)  | #FF0000 | 480 000 |  2009  |  78 500 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007187413-9f184 | http://is16.auto.ru/all/images/42/a9/60x45/42a9297d.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 487 000 |  2011  |  73 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Чебоксары | 23.01.15
1007290505-e9c1 | http://is13.auto.ru/all/images/58/ef/60x45/58efdd77.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #CACECB | 499 999 |  2011  |  41 097 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007290515-6f6f | http://is8.auto.ru/all/images/14/30/60x45/14306df7.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #CACECB | 533 333 |  2012  |  41 309 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007290257-e1fbf | http://is6.auto.ru/all/images/8f/48/60x45/8f4848ed.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #CACECB | 375 000 |  2007  |  91 200 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007290107-4af5 | http://is17.auto.ru/all/images/36/2b/60x45/362bc32f.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 375 000 |  2008  |  83 700 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007290159-92b82c | http://is16.auto.ru/all/images/28/3b/60x45/283b9f7a.jpg |  Skoda Octavia II Рестайлинг1.8 MT (160 л.с.)  | #CACECB | 485 000 |  2009  |  73 223 км  |  1.8 MT (160 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007289983-44445 | http://is2.auto.ru/all/images/57/97/60x45/57976674.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 677 777 |  2012  |  31 000 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007289889-6549d | http://is3.auto.ru/all/images/f6/e0/60x45/f6e03bd7.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 560 000 |  2011  |  108 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007289771-4a9c56 | http://is18.auto.ru/all/images/c5/2e/60x45/c52e73aa.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #9c9999 | 641 800 |  2012  |  100 191 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007286305-2f63 | http://is11.auto.ru/all/images/2a/5b/60x45/2a5b87a9.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #000000 | 569 000 |  2011  |  37 000 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007288705-946f4 | http://is2.auto.ru/all/images/3a/d2/60x45/3ad269de.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 390 000 |  2008  |  59 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007287241-696ee | http://is11.auto.ru/all/images/24/cf/60x45/24cf68ea.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 722 222 |  2012  |  27 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007287157-f3a31 | http://is13.auto.ru/all/images/c4/05/60x45/c405b89e.jpg |  Skoda Octavia III1.6 AT (110 л.с.)  | #000000 | 833 333 |  2014  |  24 845 км  |  1.6 AT (110 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007286853-729b | http://is13.auto.ru/all/images/bd/c4/60x45/bdc444f6.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #000000 | 488 888 |  2012  |  47 514 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007286825-75d562 | http://is16.auto.ru/all/images/70/b1/60x45/70b1b664.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #000000 | 444 444 |  2010  |  49 500 км  |  1.8 MT (150 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1006685545-28b07c | http://is9.auto.ru/all/images/6f/94/60x45/6f94aef5.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 627 000 |  2012  |  55 796 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007286745-d3ffa | http://is5.auto.ru/all/images/58/8b/60x45/588bc644.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 677 000 |  2013  |  44 609 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007286587-e88f | http://is4.auto.ru/all/images/7d/59/60x45/7d592226.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 355 555 |  2009  |  79 320 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007286423-4934e8 | http://is12.auto.ru/all/images/db/76/60x45/db76921c.jpg |  Skoda Octavia III1.6 AT (110 л.с.)  | #FFFFFF | 922 222 |  2014  |  32 000 км  |  1.6 AT (110 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007285875-54f8 | http://is12.auto.ru/all/images/59/d1/60x45/59d16bb7.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 650 000 |  2011  |  49 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007285885-2aad | http://is4.auto.ru/all/images/0b/97/60x45/0b97e032.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 699 000 |  2013  |  16 400 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007285749-4249 | http://is17.auto.ru/all/images/f1/e5/60x45/f1e5e9c7.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 611 111 |  2011  |  58 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007285833-ad5023 | http://is3.auto.ru/all/images/cb/39/60x45/cb391d75.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 630 000 |  2011  |  77 351 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007285497-1582 | http://is10.auto.ru/all/images/c0/99/60x45/c099a917.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #0000FF | 365 555 |  2005  |  86 500 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007285463-4355c | http://is5.auto.ru/all/images/a8/23/60x45/a8234f71.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 435 000 |  2008  |  73 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007285231-ad00a | http://is3.auto.ru/all/images/08/e4/60x45/08e4a87f.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 322 222 |  2005  |  78 451 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007285227-dfa8c | http://is16.auto.ru/all/images/d8/fb/60x45/d8fbeee8.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 433 333 |  2009  |  57 199 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007284779-92d2 | http://is9.auto.ru/all/images/9e/22/60x45/9e2279cb.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 597 000 |  2012  |  69 870 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007283583-8f8e4a | http://is16.auto.ru/all/images/25/f7/60x45/25f7771c.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #9c9999 | 550 000 |  2010  |  55 275 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007282655-0a94c | http://is7.auto.ru/all/images/d9/dc/60x45/d9dc7d54.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #CACECB | 380 000 |  2007  |  89 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007281991-895f28 | http://is5.auto.ru/all/images/c5/6a/60x45/c56a33f4.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 590 000 |  2011  |  53 164 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007282015-2fd32f | http://is12.auto.ru/all/images/b5/bf/60x45/b5bf8a09.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 620 000 |  2012  |  58 146 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007281867-227f8 | http://is15.auto.ru/all/images/5b/19/60x45/5b194025.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 655 000 |  2012  |  80 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280895-75d13 | http://is6.auto.ru/all/images/fc/a2/60x45/fca2647e.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 390 000 |  2009  |  63 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280889-a4b71d | http://is2.auto.ru/all/images/a7/ea/60x45/a7ea99b9.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 395 000 |  2009  |  65 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280851-593b5d | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 630 000 |  2010  |  54 000 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007280419-ec7b8f | http://is17.auto.ru/all/images/53/9d/60x45/539d7dc7.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #9c9999 | 265 000 |  2004  |  103 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280431-3e7174 | http://is6.auto.ru/all/images/d4/c6/60x45/d4c6de23.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #0000FF | 265 000 |  2005  |  81 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280519-aeecc5 | http://is17.auto.ru/all/images/3b/7a/60x45/3b7a3fb8.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #CACECB | 290 000 |  2007  |  83 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007280393-f30a5 | http://is2.auto.ru/all/images/e2/81/60x45/e281ee30.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #ffefd5 | 295 000 |  2007  |  78 100 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007279825-5f1e | http://is6.auto.ru/all/images/8f/29/60x45/8f298289.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #CACECB | 620 000 |  2010  |  26 570 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007279165-2486 | http://is6.auto.ru/all/images/d5/7e/60x45/d57ec7f7.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 305 000 |  2006  |  88 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007214315-e266d | http://is18.auto.ru/all/images/f0/24/60x45/f024bae2.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #FF0000 | 358 000 |  2009  |  175 984 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007279163-cca31 | http://is10.auto.ru/all/images/36/80/60x45/3680c025.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #0000FF | 370 000 |  2006  |  95 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007279161-9ea4ff | http://is18.auto.ru/all/images/44/4d/60x45/444dcdca.jpg |  Skoda Octavia I Рестайлинг1.8 AT (150 л.с.)  | #CACECB | 395 000 |  2007  |  89 000 км  |  1.8 AT (150 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007278843-c104 | http://is2.auto.ru/all/images/73/0e/60x45/730ee125.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CC0033 | 750 000 |  2012  |  28 324 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Коломна | 23.01.15
1007278755-0cf2 | http://is9.auto.ru/all/images/68/67/60x45/68670ae4.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #926547 | 804 000 |  2013  |  34 500 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Коломна | 23.01.15
1007278877-7cdb7a | http://is2.auto.ru/all/images/ca/83/60x45/ca83b275.jpg |  Skoda Octavia I Рестайлинг1.6 MT (75 л.с.)  | #9c9999 | 284 000 |  2004  |  95 000 км  |  1.6 MT (75 л.с.)лифтбек, бензин, передний  | Коломна | 23.01.15
1007278779-17384a | http://is5.auto.ru/all/images/29/50/60x45/2950fc65.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #FF0000 | 354 000 |  2007  |  57 300 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Коломна | 23.01.15
1007278563-9718 | http://is11.auto.ru/all/images/be/f2/60x45/bef22f61.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 419 000 |  2008  |  120 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Коломна | 23.01.15
1007278463-d6964 | http://is15.auto.ru/all/images/0a/4f/60x45/0a4f8c30.jpg |  Skoda Octavia III1.2 MT (105 л.с.)  | #9c9999 | 725 000 |  2013  |  12 962 км  |  1.2 MT (105 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
