1007256331-ecc78 | http://is15.auto.ru/all/images/51/b6/60x45/51b636f9.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2006  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1005467721-ccd9 | http://is1.auto.ru/all/images/11/fa/60x45/11fa20ab.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #000000 | 660 000 |  2008  |  64 849 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 23.01.15
1007075767-03f0dd | http://is9.auto.ru/all/images/6a/9b/60x45/6a9b7958.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 670 000 |  2007  |  32 300 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007267741-6da8 | http://is11.auto.ru/all/images/0e/20/60x45/0e20c1d6.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 499 000 |  2010  |  50 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266415-07012 | http://is2.auto.ru/all/images/5a/02/60x45/5a02f81a.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 505 000 |  2010  |  86 970 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007265569-f75f56 | http://is4.auto.ru/all/images/53/4e/60x45/534ea617.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 545 000 |  2011  |  44 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007268309-e772 | http://is17.auto.ru/all/images/70/a3/60x45/70a368c7.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 550 000 |  2010  |  89 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266419-9434 | http://is17.auto.ru/all/images/fe/55/60x45/fe55b08d.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 565 000 |  2011  |  48 790 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266701-1ba7d | http://is1.auto.ru/all/images/c5/e1/60x45/c5e1bd25.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 657 000 |  2011  |  55 346 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266707-a84bee | http://is2.auto.ru/all/images/6d/39/60x45/6d39a61d.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 679 000 |  2011  |  63 465 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266735-916139 | http://is4.auto.ru/all/images/70/c0/60x45/70c08a48.jpg |  Honda Civic VII Рестайлинг1.7 AT (125 л.с.)  | #ffefd5 | 300 000 |  2004  |  101 000 км  |  1.7 AT (125 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007265743-21cd | http://is8.auto.ru/all/images/f8/3f/60x45/f83f9942.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 400 000 |  2009  |  71 200 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007269025-52f834 | http://is3.auto.ru/all/images/e1/77/60x45/e17730ca.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 435 000 |  2008  |  86 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266689-fbac1f | http://is2.auto.ru/all/images/81/3b/60x45/813b78fd.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 454 000 |  2008  |  88 724 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007267733-e0ba73 | http://is4.auto.ru/all/images/de/21/60x45/de21d7f7.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF9966 | 475 000 |  2009  |  51 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007269029-85b428 | http://is12.auto.ru/all/images/07/04/60x45/0704a74c.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFFFFF | 475 000 |  2009  |  78 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007266695-3620d0 | http://is12.auto.ru/all/images/08/56/60x45/08564cbb.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 477 000 |  2008  |  80 378 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007265857-a8a22 | http://is10.auto.ru/all/images/ff/42/60x45/ff42874e.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 485 000 |  2009  |  69 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007267749-3630c | http://is13.auto.ru/all/images/17/f5/60x45/17f5f789.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 499 000 |  2009  |  71 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007267757-d8cb | http://is15.auto.ru/all/images/d2/4b/60x45/d24b2b72.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 499 000 |  2009  |  62 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007268299-8cd80 | http://is1.auto.ru/all/images/8e/e5/60x45/8ee54903.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #9c9999 | 500 000 |  2009  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 23.01.15
1007178389-79adce | http://is13.auto.ru/all/images/df/d6/60x45/dfd6bf5f.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 570 915 |  2008  |  106 149 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007064407-3ed73 | http://is18.auto.ru/all/images/51/b7/60x45/51b779e2.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 649 000 |  2011  |  16 525 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Екатеринбург | 23.01.15
1007263505-bb89c | http://is9.auto.ru/all/images/21/bf/60x45/21bf9697.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #CACECB | 179 000 |  2000  |  167 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007262355-830f9 | http://is14.auto.ru/all/images/43/ea/60x45/43ea6e3a.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 837 500 |  2012  |  25 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Казань | 23.01.15
1007261889-9cb93a | http://is6.auto.ru/all/images/f1/f4/60x45/f1f487fb.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #FF0000 | 350 000 |  2005  |  131 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007262611-5cb90 | http://is5.auto.ru/all/images/ca/f9/60x45/caf9ffb7.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 404 000 |  2008  |  157 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Набережные Челны | 23.01.15
1006943243-85672d | http://is17.auto.ru/all/images/6d/67/60x45/6d670990.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 435 000 |  2007  |  91 587 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
46555370-e3667d | http://is14.auto.ru/all/images/f3/c9/60x45/f3c96274.jpg |  Honda Civic VI1.6 AT (125 л.с.)  | #000000 | 175 000 |  2000  |  166 400 км  |  1.6 AT (125 л.с.)купе, бензин, передний  | Москва | 23.01.15
1007256315-cb4d89 | http://is11.auto.ru/all/images/f0/e4/60x45/f0e44950.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 463 000 |  2009  |  76 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007256129-2e90d | http://is3.auto.ru/all/images/81/62/60x45/8162aa22.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 400 000 |  2008  |  206 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 23.01.15
1006368591-559ad | http://is7.auto.ru/all/images/d2/60/60x45/d260d669.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 519 000 |  2009  |  69 900 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Тула | 23.01.15
1007253549-7e0aa | http://is5.auto.ru/all/images/fe/d2/60x45/fed24040.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #ffefd5 | 500 000 |  2008  |  92 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007255245-5c5e | http://is17.auto.ru/all/images/61/f7/60x45/61f77496.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 485 000 |  2008  |  56 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 23.01.15
1006362747-6f96ba | http://is8.auto.ru/all/images/e6/6c/60x45/e66c716c.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 420 000 |  2007  |  145 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Вышний Волочек | 22.01.15
1007255325-b8a41d | http://is11.auto.ru/all/images/8b/90/60x45/8b9028dc.jpg |  Honda Civic VI1.6 MT (160 л.с.)  | #34ba2b | 260 000 |  1999  |  250 000 км  |  1.6 MT (160 л.с.)седан, бензин, передний  | Москва | 22.01.15
1005110983-064d73 | http://is3.auto.ru/all/images/57/5e/60x45/575e2188.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #926547 | 525 000 |  2010  |  69 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007179525-ea47a4 | http://is13.auto.ru/all/images/50/82/60x45/50824273.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 480 000 |  2006  |  133 000 км  |  1.8 AT (140 л.с.)купе, бензин, передний  | Москва | 22.01.15
1007254129-6df9d | http://is10.auto.ru/all/images/26/98/60x45/26983b43.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #CACECB | 450 000 |  2008  |  124 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Белореченск | 22.01.15
1005804831-bdc9 | http://is3.auto.ru/all/images/d0/d9/60x45/d0d9b0ae.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 480 000 |  2008  |  110 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Вологда | 22.01.15
1007183921-4ba0a | http://is14.auto.ru/all/images/dc/10/60x45/dc10f03f.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #34ba2b | 155 000 |  1998  |  113 000 км  |  1.5 MT (115 л.с.)хэтчбек, бензин, передний  | Краснодар | 22.01.15
1006266569-f892d | http://is11.auto.ru/all/images/23/ed/60x45/23edc698.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 500 000 |  2008  |  115 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Кисловодск | 22.01.15
1007253545-30c3 | http://is2.auto.ru/all/images/bb/a9/60x45/bba9cb8a.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 640 000 |  2009  |  85 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1006980189-d8567 | http://is3.auto.ru/all/images/4d/50/60x45/4d50e3da.jpg |  Honda Civic IV1.6 MT (110 л.с.)  | #000000 | 90 000 Правый руль |  1991  |  150 000 км  |  1.6 MT (110 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007251421-a8575b | http://is4.auto.ru/all/images/7a/74/60x45/7a747259.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #CACECB | 465 000 |  2008  |  68 200 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 22.01.15
1006984863-a04072 | http://is2.auto.ru/all/images/8e/9c/60x45/8e9c1a62.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 550 000 |  2007  |  86 430 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007252501-3b9a | http://is16.auto.ru/all/images/95/86/60x45/95863abb.jpg |  Honda Civic VI1.4 MT (75 л.с.)  | #34ba2b | 125 000 |  1999  |  161 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007252345-c5a84 | http://is8.auto.ru/all/images/c2/a6/60x45/c2a6ba62.jpg |  Honda Civic VII1.6 AT (110 л.с.)  | #CACECB | 265 000 |  2001  |  162 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007252245-8ce3 | http://is11.auto.ru/all/images/8a/14/60x45/8a147788.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 560 000 |  2009  |  80 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Челябинск | 22.01.15
1007252817-34c9 | http://is11.auto.ru/all/images/95/8e/60x45/958e0b08.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 360 000 |  2006  |  87 400 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 22.01.15
1006926189-35b9e1 | http://is2.auto.ru/all/images/b1/ff/60x45/b1ff4ba5.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 595 000 |  2009  |  123 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1004911715-3731ce | http://is8.auto.ru/all/images/3c/97/60x45/3c9734ef.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 415 000 |  2006  |  209 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007251889-68acd | http://is16.auto.ru/all/images/fd/4c/60x45/fd4c36e8.jpg |  Honda Civic VI1.5 MT (130 л.с.)  | #FFFFFF | 220 000 |  1997  |  130 000 км  |  1.5 MT (130 л.с.)хэтчбек, бензин, передний  | Одинцово | 22.01.15
1005760421-93b2a | http://is6.auto.ru/all/images/b8/c0/60x45/b8c0a409.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFCC00 | 505 000 |  2008  |  89 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007249927-d065 | http://is14.auto.ru/all/images/28/62/60x45/2862610f.jpg |  Honda Civic VII1.4 AT (90 л.с.)  | #FFCC00 | 350 000 |  2001  |  106 000 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Екатеринбург | 22.01.15
1007251589-1bd7dd | http://is16.auto.ru/all/images/ad/cd/60x45/adcdd004.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 450 000 |  2008  |  87 400 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Вязьма | 22.01.15
1007250751-e24d | http://is18.auto.ru/all/images/1f/27/60x45/1f27a2a0.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 405 000 |  2009  |  76 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007251431-d7d17 | http://is7.auto.ru/all/images/f8/a0/60x45/f8a02e3b.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #000000 | 435 000 |  2009  |  41 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007251301-1a537 | http://is16.auto.ru/all/images/a3/68/60x45/a3682e2f.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 420 000 |  2008  |  115 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007250329-854d | http://is10.auto.ru/all/images/3c/cd/60x45/3ccd7a33.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 590 000 |  2011  |  45 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007246719-79792 | http://is12.auto.ru/all/images/19/86/60x45/198667e7.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #0088ff | 549 000 |  2010  |  79 999 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007250037-d9e6 | http://is2.auto.ru/all/images/c0/65/60x45/c065ddd6.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 500 000 |  2008  |  52 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Колпино | 22.01.15
1007154451-432c | http://is8.auto.ru/all/images/43/8d/60x45/438d3de0.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #9c9999 | 322 222 |  2005  |  121 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007154271-2e087c | http://is13.auto.ru/all/images/cc/ec/60x45/ccecce18.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 533 333 |  2009  |  78 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007249693-8b335 | http://is1.auto.ru/all/images/9a/91/60x45/9a91b745.jpg |  Honda Civic VI1.4 AT (90 л.с.)  | #fde910 | 214 777 |  2000  |  165 110 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007248265-31fe3 | http://is7.auto.ru/all/images/84/93/60x45/8493051d.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0088ff | 560 000 |  2007  |  130 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
1005814351-f4ca | http://is16.auto.ru/all/images/b1/d6/60x45/b1d62861.jpg |  Honda Civic V1.6 MT (125 л.с.)  | #0000FF | 90 000 |  1992  |  220 000 км  |  1.6 MT (125 л.с.)седан, бензин, передний  | Москва | 22.01.15
1007157379-951727 | http://is9.auto.ru/all/images/58/5e/60x45/585e15e8.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 489 999 |  2007  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 22.01.15
1007118151-2461d | http://is17.auto.ru/all/images/0a/02/60x45/0a02e2e6.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 530 000 |  2009  |  132 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 22.01.15
1007112669-a6e4d5 | http://is7.auto.ru/all/images/79/c7/60x45/79c72a66.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 500 000 |  2007  |  185 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 22.01.15
