1004747151-6724 | http://is7.auto.ru/all/images/42/c9/60x45/42c97d56.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 80 000 |  2008  |  83 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Павловский Посад | 23.01.15
1002875185-9abdfc | http://is2.auto.ru/all/images/f3/3e/60x45/f33ecda2.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 70 000 |  2003  |  28 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Оленино | 22.01.15
1007114747-b8ad | http://is9.auto.ru/all/images/f5/7d/60x45/f57dc9e5.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 69 999 |  2006  |  93 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007109619-4a4c | http://is11.auto.ru/all/images/49/9c/60x45/499c0bc7.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #FF0000 | 59 000 |  2003  |  80 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Белореченск | 22.01.15
1007240687-dade | http://is3.auto.ru/all/images/d1/18/60x45/d1188e15.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 65 000 |  2007  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ногинск | 22.01.15
1007241821-79f83 | http://is10.auto.ru/all/images/a4/e2/60x45/a4e2b0d1.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 70 000 |  2005  |  85 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Чехов | 22.01.15
1003280166-378a | http://is1.auto.ru/all/images/8b/1a/60x45/8b1a67ce.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 35 000 |  1988  |  10 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Боровичи | 22.01.15
1007181347-e5423 | http://is16.auto.ru/all/images/a6/5a/60x45/a65a7765.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CACECB | 150 000 |  2010  |  31 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007238911-4d2a52 | http://is14.auto.ru/all/images/58/bd/60x45/58bdcf6e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 33 000 |  1983  |  70 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Лиски | 22.01.15
1007239741-eb7fb4 | http://is1.auto.ru/all/images/0e/22/60x45/0e22b7a2.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 125 000 |  2009  |  34 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007232925-729062 | http://is2.auto.ru/all/images/b9/0c/60x45/b90c7093.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9c9999 | 77 777 |  2009  |  68 955 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007239387-29896c | http://is2.auto.ru/all/images/68/b6/60x45/68b6f873.jpg |  ВАЗ 2107 210731.7 MT (80 л.с.)  | #0088ff | 100 000 |  2003  |  5 000 км  |  1.7 MT (80 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007238929-1d5d | http://is16.auto.ru/all/images/42/cc/60x45/42cc09d0.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 65 000 |  2006  |  150 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Калуга | 22.01.15
1006929447-877e | http://is17.auto.ru/all/images/f8/12/60x45/f81254f0.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 40 000 |  1994  |  30 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Воронеж | 22.01.15
1007237687-b687 | http://is3.auto.ru/all/images/fd/06/60x45/fd06fef7.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 35 000 |  2003  |  20 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Жуковский | 22.01.15
1007238363-5030a9 | http://is17.auto.ru/all/images/8d/74/60x45/8d744579.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 33 000 |  2005  |  70 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007238381-c3fcb2 | http://is6.auto.ru/all/images/0e/4d/60x45/0e4d1658.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 55 000 |  2006  |  66 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007238375-1798e5 | http://is11.auto.ru/all/images/d9/f4/60x45/d9f46ba0.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 35 000 |  1997  |  67 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007236571-c4cb | http://is11.auto.ru/all/images/c0/71/60x45/c07199be.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 170 000 |  2012  |  80 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Егорьевск | 22.01.15
1007044343-48c3c | http://is9.auto.ru/all/images/6a/42/60x45/6a4245b7.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CACECB | 130 000 |  2011  |  36 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Старый Оскол | 22.01.15
1007237685-7e57a2 | http://is6.auto.ru/all/images/25/ce/60x45/25ce6378.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #000000 | 79 500 |  2009  |  64 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007237387-b9ecfa | http://is13.auto.ru/all/images/41/6f/60x45/416f8ca6.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 58 000 |  2005  |  91 456 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Вологда | 22.01.15
1007236467-eee7 | http://is11.auto.ru/all/images/b2/06/60x45/b206fbdd.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #9966CC | 36 000 |  2003  |  120 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Владимир | 22.01.15
1001458897-dcdfd | http://is14.auto.ru/all/images/6c/de/60x45/6cde12f2.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #000000 | 105 000 |  2010  |  28 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Иваново | 22.01.15
1007236309-faaed2 | http://is15.auto.ru/all/images/2e/d5/60x45/2ed5b619.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 54 888 |  2006  |  53 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007236147-e2755 | http://is5.auto.ru/all/images/cb/83/60x45/cb83443f.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 230 000 |  2012  |  6 500 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007189229-275b | http://is18.auto.ru/all/images/c9/29/60x45/c9293ef8.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 70 000 |  2006  |  70 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007235793-e8932e | http://is13.auto.ru/all/images/b3/f6/60x45/b3f6b89c.jpg |  ВАЗ 2107 210731.7 MT (80 л.с.)  | #9966CC | 25 000 |  1997  |  78 000 км  |  1.7 MT (80 л.с.)седан, бензин, задний  | Тверь | 22.01.15
1006860055-acf711 | http://is8.auto.ru/all/images/42/cb/60x45/42cb947e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 100 000 |  1986  |  1 000 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006860219-8e96a8 | http://is2.auto.ru/all/images/69/d1/60x45/69d1cd7b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 100 000 |  1986  |  100 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Сергиев Посад | 22.01.15
48422422-8fba | http://is3.auto.ru/all/images/81/6f/60x45/816f268a.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 39 000 |  2005  |  92 300 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 22.01.15
1005704305-89ad3 | http://is5.auto.ru/all/images/cf/00/60x45/cf00c59f.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 95 000 |  2008  |  89 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Орехово-Зуево | 22.01.15
1007234385-55f86 | http://is8.auto.ru/all/images/60/45/60x45/6045f011.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 75 000 |  2006  |  65 312 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007234079-d9c0c | http://is14.auto.ru/all/images/8e/d4/60x45/8ed43cde.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 60 000 |  2008  |  30 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Истра | 22.01.15
1007233433-9c38e | http://is7.auto.ru/all/images/4f/98/60x45/4f98b64d.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 129 900 |  2009  |  34 500 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Серпухов | 22.01.15
1007113571-6d0dd | http://is18.auto.ru/all/images/26/4b/60x45/264b5481.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 73 000 |  2006  |  41 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1005912887-22e6 | http://is10.auto.ru/all/images/97/69/60x45/97695f0e.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 105 000 |  2009  |  57 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006859413-cbc2e | http://is17.auto.ru/all/images/ec/72/60x45/ec72d854.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #CC0033 | 69 000 |  2005  |  70 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006859449-a3ede9 | http://is13.auto.ru/all/images/23/a8/60x45/23a8a690.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CC0033 | 90 000 |  2006  |  47 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007233135-5839 | http://is15.auto.ru/all/images/37/33/60x45/3733c6e0.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 65 000 |  2006  |  87 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Саратов | 22.01.15
1005387359-0a72b | http://is18.auto.ru/all/images/27/4f/60x45/274f19fa.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 100 000 |  2008  |  81 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ярославль | 22.01.15
1007232559-c730b | http://is5.auto.ru/all/images/95/a6/60x45/95a6db1e.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #FF0000 | 87 777 |  2004  |  31 435 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007232563-d4998 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 117 777 |  2010  |  57 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007232357-38211c | http://is3.auto.ru/all/images/b4/3c/60x45/b43c98b8.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 100 000 |  2010  |  80 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Шаховская | 22.01.15
1006860627-ada60 | http://is8.auto.ru/all/images/0a/1f/60x45/0a1ff028.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 35 000 |  1992  |  77 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006814555-f8e1 | http://is7.auto.ru/all/images/38/81/60x45/38816261.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 45 000 |  2004  |  101 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Воскресенск | 22.01.15
1007227635-2b4a79 | http://is11.auto.ru/all/images/8f/c5/60x45/8fc569af.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9c9999 | 129 950 |  2010  |  38 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007227141-b6cd | http://is14.auto.ru/all/images/87/dc/60x45/87dc12a3.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 65 000 |  2007  |  60 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007222803-4ead24 | http://is14.auto.ru/all/images/f3/2f/60x45/f32f96f9.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 90 000 |  2008  |  58 050 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ярославль | 22.01.15
1007220847-4a38 | http://is3.auto.ru/all/images/6d/db/60x45/6ddb18a6.jpg |  ВАЗ 2107 210731.7 MT (80 л.с.)  | #34ba2b | 78 700 |  2003  |  96 542 км  |  1.7 MT (80 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007220395-7c934 | http://is11.auto.ru/all/images/66/c4/60x45/66c4d3c5.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 59 888 |  2009  |  54 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007217035-a547ac | http://is14.auto.ru/all/images/d5/77/60x45/d5779c88.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #0000FF | 44 990 |  2006  |  81 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007215487-aac2bb | http://is8.auto.ru/all/images/fb/78/60x45/fb78b3ff.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 120 000 |  2011  |  58 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006671965-4fbd7 | http://is12.auto.ru/all/images/13/2e/60x45/132ef83a.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 51 000 |  2006  |  92 200 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007215547-809aa6 | http://is15.auto.ru/all/images/07/bb/60x45/07bb8ab5.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 135 000 |  2010  |  59 745 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007193641-e85e1a | http://is8.auto.ru/all/images/77/57/60x45/7757f1ce.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 65 000 |  2007  |  100 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Новомосковск | 22.01.15
1007193301-1240 | http://is2.auto.ru/all/images/d3/de/60x45/d3de983b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 99 000 |  1998  |  110 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1006215313-e901 | http://is2.auto.ru/all/images/e3/de/60x45/e3ded476.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 65 000 |  2008  |  60 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Вязьма | 22.01.15
1006932717-853554 | http://is14.auto.ru/all/images/4a/87/60x45/4a871d83.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9966CC | 40 000 |  2002  |  100 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Нижний Ломов | 21.01.15
1006741647-b6d29f | http://is13.auto.ru/all/images/4d/b2/60x45/4db2a286.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 50 000 |  2004  |  86 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Углич | 21.01.15
1007187747-4c6d8d | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 60 000 |  2000  |  139 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Калач-на-Дону | 21.01.15
1007188207-6719 | http://is16.auto.ru/all/images/1a/37/60x45/1a37dd9d.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #9966CC | 60 000 |  2004  |  58 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 21.01.15
42336396-bec0 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0088ff | 70 000 |  2006  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 21.01.15
1007187771-4048 | http://is13.auto.ru/all/images/0d/ee/60x45/0deea209.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 38 900 |  2005  |  121 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Климовск | 21.01.15
1006565307-8e5f6 | http://is12.auto.ru/all/images/3a/c2/60x45/3ac22693.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 55 000 |  2008  |  95 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Нижний Новгород | 21.01.15
1004339319-09d9 | http://is8.auto.ru/all/images/64/3b/60x45/643bfde6.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 20 000 |  2001  |  14 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Одоев | 21.01.15
1007187105-7d126 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 35 000 |  1989  |  100 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Самара | 21.01.15
1007187581-eff348 | http://is15.auto.ru/all/images/d0/f0/60x45/d0f0c310.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 85 000 |  2005  |  170 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белгород | 21.01.15
1006911537-903b0 | http://is11.auto.ru/all/images/ab/15/60x45/ab151d9d.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 33 000 |  2004  |  150 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 21.01.15
50394044-cade | http://is10.auto.ru/all/images/63/7d/60x45/637dbce3.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #ffefd5 | 25 999 |  1986  |  10 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Истра | 21.01.15
1006924235-feb11 | http://is15.auto.ru/all/images/a6/19/60x45/a6196b20.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 42 000 |  2005  |  130 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 21.01.15
1007098535-11a54 | http://is6.auto.ru/all/images/b7/02/60x45/b70212e3.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 85 000 |  2006  |  37 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 21.01.15
1007186625-7e36 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 55 000 |  2005  |  103 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 21.01.15
1007113837-e67a14 | http://is18.auto.ru/all/images/88/29/60x45/8829309b.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 49 000 |  2002  |  90 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Липецк | 21.01.15
1007185717-43730 | http://is13.auto.ru/all/images/5d/93/60x45/5d9340d9.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 90 000 |  2006  |  88 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Балашов | 21.01.15
1007186011-5231de | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 18 000 |  1994  |  150 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 21.01.15
1007186215-4d30dc | http://is7.auto.ru/all/images/62/f0/60x45/62f06bb6.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 95 000 |  2005  |  60 005 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Рубцовск | 21.01.15
1007185873-7881f7 | http://is7.auto.ru/all/images/23/ff/60x45/23ffbadb.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 25 000 |  2001  |  230 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 21.01.15
