1007187827-11459 | http://is8.auto.ru/all/images/d4/3b/60x45/d43bddae.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 765 000 |  2006  |  103 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007271033-67e4b | http://is2.auto.ru/all/images/49/44/60x45/494422dc.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #000000 | 446 000 |  2002  |  91 882 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1005288391-e8d3 | http://is11.auto.ru/all/images/70/e9/60x45/70e9c3ad.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #9c9999 | 510 000 |  2002  |  138 672 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007272247-d371 | http://is4.auto.ru/all/images/5f/16/60x45/5f16fc60.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.)  | #000000 | 540 000 |  2005  |  133 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Москва | 23.01.15
1006324955-9baa | http://is11.auto.ru/all/images/69/e9/60x45/69e98b4b.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #FFFFFF | 549 000 |  2002  |  165 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270379-625e | http://is3.auto.ru/all/images/2f/37/60x45/2f37e488.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 605 000 |  2006  |  85 771 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270885-79bd | http://is18.auto.ru/all/images/d7/8e/60x45/d78ed58b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 649 000 |  2007  |  89 753 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270887-95fc4 | http://is13.auto.ru/all/images/d3/5c/60x45/d35c6805.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 659 000 |  2007  |  92 857 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270891-9f788 | http://is3.auto.ru/all/images/a9/6f/60x45/a96f6d45.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 669 000 |  2007  |  93 652 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007269191-59c405 | http://is13.auto.ru/all/images/19/2c/60x45/192c17a5.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 670 000 |  2007  |  75 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270387-fb32 | http://is5.auto.ru/all/images/37/03/60x45/37034c48.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 679 000 |  2007  |  67 991 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270895-9678 | http://is13.auto.ru/all/images/85/08/60x45/8508a71f.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 679 000 |  2008  |  91 717 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270395-15cc9 | http://is3.auto.ru/all/images/68/7c/60x45/687c5b28.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 680 000 |  2008  |  53 914 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007272841-4877 | http://is18.auto.ru/all/images/69/30/60x45/6930e3e6.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FF0000 | 680 000 |  2008  |  63 300 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270899-a1244 | http://is12.auto.ru/all/images/b9/b8/60x45/b9b8fe64.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 695 000 |  2009  |  81 427 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007270901-3d871 | http://is15.auto.ru/all/images/e4/31/60x45/e431051b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FF0000 | 715 000 |  2009  |  81 724 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007269197-63e46 | http://is8.auto.ru/all/images/8e/b3/60x45/8eb39ff0.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 720 000 |  2007  |  81 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1004720709-31f7e8 | http://is9.auto.ru/all/images/02/5c/60x45/025c5ca3.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #CACECB | 749 000 |  2007  |  134 473 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1005416919-b3ceb | http://is8.auto.ru/all/images/0d/e0/60x45/0de0a2e7.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 840 000 |  2007  |  135 091 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007274169-62a8 | http://is9.auto.ru/all/images/59/70/60x45/59701e5a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 750 000 |  2009  |  75 253 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007274175-2532 | http://is9.auto.ru/all/images/33/86/60x45/33862eda.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FFFFFF | 780 000 |  2009  |  77 797 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007265719-8413 | http://is12.auto.ru/all/images/45/6d/60x45/456d34e3.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 CVT (170 л.с.)  | #FFFFFF | 925 000 |  2011  |  29 845 км  |  2.4 CVT (170 л.с.)внедорожник, бензин, передний  | Москва | 23.01.15
1005823977-b078 | http://is4.auto.ru/all/images/c9/fb/60x45/c9fbd0dc.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #9c9999 | 1 450 000 |  2012  |  45 000 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Минводы | 23.01.15
1007265069-f606c | http://is3.auto.ru/all/images/36/ce/60x45/36ce733b.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #0000FF | 480 000 |  2003  |  98 578 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267929-82005 | http://is18.auto.ru/all/images/62/2c/60x45/622c8c15.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #CACECB | 655 000 |  2008  |  82 657 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267935-0a16 | http://is17.auto.ru/all/images/c8/cc/60x45/c8cc5d6e.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #9c9999 | 659 000 |  2008  |  97 221 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267945-36dec | http://is9.auto.ru/all/images/2e/cd/60x45/2ecd96f8.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 659 000 |  2008  |  92 447 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007178485-ca5afb | http://is2.auto.ru/all/images/2d/16/60x45/2d161ab0.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.) 4WD  | #CACECB | 663 000 |  2004  |  169 919 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007266413-b02e00 | http://is2.auto.ru/all/images/d7/63/60x45/d7637d80.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 665 000 |  2007  |  82 581 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267955-70d1 | http://is14.auto.ru/all/images/ab/9d/60x45/ab9dacb2.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 675 000 |  2008  |  89 972 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267965-e38c | http://is16.auto.ru/all/images/12/76/60x45/1276ad0d.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #9c9999 | 679 000 |  2008  |  91 254 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268947-ca9657 | http://is18.auto.ru/all/images/bd/1d/60x45/bd1db2f5.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0088ff | 680 000 |  2008  |  55 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268937-78fc99 | http://is8.auto.ru/all/images/fd/26/60x45/fd26621b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 685 000 |  2008  |  67 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267973-3769 | http://is5.auto.ru/all/images/ff/63/60x45/ff6315aa.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 689 000 |  2008  |  91 345 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268925-9300a | http://is12.auto.ru/all/images/82/a7/60x45/82a7c4f4.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 690 000 |  2009  |  53 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268929-fd98 | http://is4.auto.ru/all/images/36/5a/60x45/365a4412.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 699 000 |  2007  |  69 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268933-6fa3 | http://is7.auto.ru/all/images/06/b9/60x45/06b9fb93.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 700 000 |  2009  |  50 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268943-5b0c25 | http://is9.auto.ru/all/images/c1/15/60x45/c115a4de.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FF0000 | 700 000 |  2008  |  60 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268965-9c341 | http://is2.auto.ru/all/images/1c/76/60x45/1c76c8b6.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 715 000 |  2009  |  41 785 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007267981-e6943 | http://is12.auto.ru/all/images/59/7a/60x45/597a712c.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 719 000 |  2008  |  91 226 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268953-deb8 | http://is12.auto.ru/all/images/98/ff/60x45/98fffcad.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #ffefd5 | 720 000 |  2009  |  68 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268959-dad406 | http://is13.auto.ru/all/images/a4/f6/60x45/a4f6c652.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 735 000 |  2007  |  75 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268969-ffc7 | http://is18.auto.ru/all/images/80/ad/60x45/80ad324f.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #34ba2b | 755 000 |  2008  |  65 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268975-b92d | http://is5.auto.ru/all/images/99/fa/60x45/99fa7d7b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 755 000 |  2008  |  69 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268981-e639 | http://is5.auto.ru/all/images/13/03/60x45/130329ea.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 769 000 |  2008  |  63 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007268221-e3fd | http://is9.auto.ru/all/images/81/91/60x45/819154e9.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #fde910 | 450 000 |  2000  |  150 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006585079-68129 | http://is3.auto.ru/all/images/1b/c4/60x45/1bc43241.jpg |  Toyota RAV 4 III (XA30)2.5 AT (179 л.с.)  | #CACECB | 1 086 300 |  2010  |  33 286 км  |  2.5 AT (179 л.с.)внедорожник, бензин, передний  | Москва | 23.01.15
1002022269-39d61 | http://is10.auto.ru/all/images/87/80/60x45/87802279.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #34ba2b | 273 675 |  1996  |  302 665 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007261811-4a891 | http://is7.auto.ru/all/images/dc/ab/60x45/dcab4256.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #ffefd5 | 1 160 000 |  2011  |  37 800 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Ижевск | 23.01.15
1005242881-13688 | http://is11.auto.ru/all/images/44/da/60x45/44da28af.jpg |  Toyota RAV 4 II (XA20)2.0 MT (150 л.с.) 4WD  | #9c9999 | 467 000 |  2001  |  168 400 км  |  2.0 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007261481-f3ec9 | http://is16.auto.ru/all/images/4f/46/60x45/4f4612f4.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (158 л.с.)  | #ffefd5 | 824 880 |  2010  |  71 379 км  |  2.0 MT (158 л.с.)внедорожник, бензин, передний  | Казань | 23.01.15
1007256355-9af8 | http://is8.auto.ru/all/images/64/c3/60x45/64c3313c.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 449 000 |  2001  |  199 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 23.01.15
1007233727-153c63 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 870 000 |  2008  |  176 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Красноярск | 23.01.15
1007235135-8ece | http://is16.auto.ru/all/images/7a/91/60x45/7a914f65.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 720 000 |  2006  |  88 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007256327-3a0f6 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (158 л.с.)  | #FFFFFF | 870 000 |  2011  |  65 700 км  |  2.0 MT (158 л.с.)внедорожник, бензин, передний  | Череповец | 23.01.15
1007115569-7597c | http://is6.auto.ru/all/images/7b/90/60x45/7b90157f.jpg |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #000000 | 1 740 000 |  2015  |  44 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007256117-f0967 | http://is3.auto.ru/all/images/a1/e7/60x45/a1e768c4.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #926547 | 1 180 000 |  2010  |  32 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1001357803-4fb508 | http://is16.auto.ru/all/images/b9/e6/60x45/b9e60e38.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 800 000 |  2007  |  80 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 23.01.15
49530828-4afe | http://is3.auto.ru/all/images/a7/99/60x45/a799c44b.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #9c9999 | 1 100 000 |  2010  |  50 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 23.01.15
1007255631-68f1b5 | http://is18.auto.ru/all/images/0a/d4/60x45/0ad43670.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 675 000 |  2007  |  87 661 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 23.01.15
1007252785-8908 | http://is9.auto.ru/all/images/54/f8/60x45/54f87768.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.)  | #CACECB | 890 000 |  2011  |  49 000 км  |  2.0 CVT (158 л.с.)внедорожник, бензин, передний  | Москва | 23.01.15
1007253823-cb24cd | http://is18.auto.ru/all/images/c4/38/60x45/c438cfad.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #34ba2b | 510 000 |  2003  |  96 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007255239-f305fb | http://is7.auto.ru/all/images/0c/5d/60x45/0c5d4aa5.jpg |  Toyota RAV 4 IV (CA40)2.2d AT (149 л.с.) 4WD  | #FFFFFF | 1 550 000 |  2014  |  1 км  |  2.2d AT (149 л.с.) 4WDвнедорожник, дизель, полный  | Ростов-на-Дону | 22.01.15
1007254899-5e039a | http://is11.auto.ru/all/images/bf/67/60x45/bf671431.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 700 000 |  2005  |  150 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 22.01.15
1003834540-4f3b2 | http://is8.auto.ru/all/images/52/b1/60x45/52b122c1.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #000000 | 180 000 |  1997  |  199 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 22.01.15
1007253977-958e | http://is17.auto.ru/all/images/bd/33/60x45/bd33f054.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #0000FF | 980 000 |  2011  |  114 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Минводы | 22.01.15
1007253057-ca4201 | http://is1.auto.ru/all/images/61/79/60x45/617971ff.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 850 000 |  2008  |  100 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Батайск | 22.01.15
1004973327-0b3f | http://is12.auto.ru/all/images/52/64/60x45/526425b2.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #000000 | 1 100 000 |  2011  |  78 906 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1007251821-1cba0b | http://is9.auto.ru/all/images/59/2c/60x45/592c149d.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #000000 | 420 000 |  2002  |  103 500 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 22.01.15
1006753799-93743 | http://is8.auto.ru/all/images/5b/6d/60x45/5b6da0c8.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 850 000 |  2008  |  142 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 22.01.15
