48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007283119-3fd5da | http://is6.auto.ru/all/images/9b/60/60x45/9b60aa96.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #FFFFFF | 375 000 |  2009  |  78 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Москва | 23.01.15
1007282777-75f8c | http://is7.auto.ru/all/images/d7/de/60x45/d7de8fc0.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #ffefd5 | 390 000 |  2009  |  73 000 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282731-95e2d | http://is3.auto.ru/all/images/89/d6/60x45/89d6b0fc.jpg |  Opel Astra F1.6 AT (101 л.с.)  | #34ba2b | 250 000 |  2002  |  87 000 км  |  1.6 AT (101 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282691-b201b | http://is8.auto.ru/all/images/ea/9f/60x45/ea9f3f09.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #CACECB | 385 000 |  2009  |  71 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Москва | 23.01.15
1007282553-2e719 | http://is2.auto.ru/all/images/fc/72/60x45/fc7234d0.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 515 000 |  2012  |  49 800 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007282567-52deae | http://is5.auto.ru/all/images/5f/5d/60x45/5f5dd50b.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #CACECB | 245 000 |  2003  |  152 620 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007282579-6a6cf | http://is15.auto.ru/all/images/ef/0b/60x45/ef0b3dc6.jpg |  Opel Astra H1.7d MT (100 л.с.)  | #0000FF | 335 000 |  2006  |  92 000 км  |  1.7d MT (100 л.с.)хэтчбек, дизель, передний  | Москва | 23.01.15
1007282515-2519d0 | http://is6.auto.ru/all/images/3a/d1/60x45/3ad19b0a.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #0000FF | 680 000 |  2013  |  24 000 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282373-ae925 | http://is18.auto.ru/all/images/4e/be/60x45/4ebec4f3.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 365 000 |  2007  |  84 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007282375-0ccb | http://is13.auto.ru/all/images/97/fa/60x45/97fa29de.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 385 000 |  2009  |  75 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007282247-5efb71 | http://is3.auto.ru/all/images/b9/51/60x45/b9514720.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 330 000 |  2008  |  78 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007282271-73612 | http://is6.auto.ru/all/images/23/e9/60x45/23e93869.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 345 000 |  2009  |  72 300 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007282161-e197b | /i/all7/img/no-photo-thumb.gif |  Opel Astra H1.6 MT (105 л.с.)  | #000000 | 335 000 |  2007  |  68 500 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281947-0fe0b | http://is5.auto.ru/all/images/a6/23/60x45/a6236f3a.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #000000 | 470 000 |  2010  |  70 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Москва | 23.01.15
1007281499-a372 | http://is16.auto.ru/all/images/12/e3/60x45/12e338b8.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 485 000 |  2011  |  41 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007281689-79853 | http://is1.auto.ru/all/images/b9/80/60x45/b980b017.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 505 000 |  2011  |  55 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281703-0ee1 | http://is8.auto.ru/all/images/fa/f6/60x45/faf66600.jpg |  Opel Astra J Рестайлинг1.6 MT (180 л.с.)  | #9c9999 | 615 000 |  2013  |  16 000 км  |  1.6 MT (180 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281785-14c2c | http://is13.auto.ru/all/images/82/6b/60x45/826b26ba.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 370 000 |  2008  |  99 641 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007281793-3e6d41 | http://is17.auto.ru/all/images/9e/4a/60x45/9e4ad1fa.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 415 000 |  2008  |  80 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281529-7579 | http://is13.auto.ru/all/images/22/5d/60x45/225de1f5.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 420 000 |  2009  |  87 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281491-ce6a6d | http://is4.auto.ru/all/images/82/2a/60x45/822a3ef3.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 455 000 |  2008  |  60 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281415-68cfd | http://is16.auto.ru/all/images/f8/e5/60x45/f8e5e106.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 465 000 |  2009  |  67 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281369-05534 | http://is18.auto.ru/all/images/6f/8d/60x45/6f8d316b.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 485 000 |  2009  |  60 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007281317-300652 | http://is18.auto.ru/all/images/f3/ce/60x45/f3cef3e5.jpg |  Opel Astra F1.6 AT (75 л.с.) X16SZR  | #0000FF | 148 000 |  1997  |  138 000 км  |  1.6 AT (75 л.с.) X16SZRхэтчбек, бензин, передний  | Москва | 23.01.15
1007281255-6815a | http://is18.auto.ru/all/images/0e/ce/60x45/0ececb37.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 420 000 |  2009  |  75 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281167-9e8134 | http://is16.auto.ru/all/images/54/5d/60x45/545ddd77.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 320 000 |  2008  |  130 000 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007281055-034efe | http://is2.auto.ru/all/images/1f/ac/60x45/1faca2ce.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFCC00 | 355 000 |  2007  |  110 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007281057-95ed98 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #FFFFFF | 395 000 |  2010  |  71 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280987-5c67 | http://is9.auto.ru/all/images/b5/d6/60x45/b5d668c2.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 420 000 |  2010  |  43 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007280429-2027 | http://is15.auto.ru/all/images/e5/0d/60x45/e50d6fc0.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 000 |  2010  |  38 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280397-b23e | http://is6.auto.ru/all/images/15/fe/60x45/15feca25.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 425 000 |  2010  |  48 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007280361-31478f | http://is2.auto.ru/all/images/ab/fa/60x45/abfac4f7.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 510 000 |  2011  |  36 547 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280375-10262 | http://is8.auto.ru/all/images/7f/64/60x45/7f64d38f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 526 000 |  2011  |  53 491 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280829-8b742b | http://is18.auto.ru/all/images/27/30/60x45/27301b0b.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 345 000 |  2009  |  66 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280329-d446 | http://is11.auto.ru/all/images/13/89/60x45/1389021c.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #ffefd5 | 381 000 |  2008  |  76 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280303-cfde | http://is12.auto.ru/all/images/f2/97/60x45/f297bfc1.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 386 000 |  2008  |  92 581 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007280235-d5ad1 | http://is6.auto.ru/all/images/13/e5/60x45/13e5b2ed.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 446 000 |  2009  |  81 450 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006677997-26707c | http://is3.auto.ru/all/images/df/e5/60x45/dfe598ea.jpg |  Opel Astra F1.6 AT (101 л.с.)  | #34ba2b | 241 999 |  2002  |  119 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005241725-8ce0 | http://is10.auto.ru/all/images/fa/f7/60x45/faf772f2.jpg |  Opel Astra H1.8 AT (125 л.с.)  | #000000 | 429 000 |  2006  |  101 000 км  |  1.8 AT (125 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007157909-10aeb | http://is11.auto.ru/all/images/dc/f8/60x45/dcf81cc0.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #0088ff | 325 000 |  2006  |  135 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006287885-3dac8 | http://is1.auto.ru/all/images/68/df/60x45/68df8cc0.jpg |  Opel Astra J Рестайлинг1.6 AT (180 л.с.)  | #000000 | 802 725 |  2012  |  58 868 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005613555-9c307 | http://is13.auto.ru/all/images/fb/1b/60x45/fb1b7c27.jpg |  Opel Astra H1.8 AT (125 л.с.)  | #000000 | 447 700 |  2009  |  121 237 км  |  1.8 AT (125 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005512849-cf677 | http://is15.auto.ru/all/images/6d/7d/60x45/6d7d33e6.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 492 872 |  2009  |  103 701 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007105319-fa8765 | http://is1.auto.ru/all/images/bf/10/60x45/bf10b9cc.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 999 500 |  2013  |  13 500 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279755-77402 | http://is4.auto.ru/all/images/51/5f/60x45/515fd8a2.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 435 000 |  2010  |  101 280 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279851-d74d | http://is9.auto.ru/all/images/ca/d7/60x45/cad74788.jpg |  Opel Astra H1.8 MT (125 л.с.)  | #0000FF | 480 000 |  2011  |  132 600 км  |  1.8 MT (125 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279749-6934c | http://is3.auto.ru/all/images/f7/d2/60x45/f7d2e43c.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 490 000 |  2010  |  65 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279739-e674f | http://is14.auto.ru/all/images/c2/f2/60x45/c2f2fd26.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 590 000 |  2013  |  9 150 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279741-4889 | http://is9.auto.ru/all/images/e1/e6/60x45/e1e6ffb6.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 730 000 |  2012  |  30 500 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Москва | 23.01.15
1007279747-855067 | http://is14.auto.ru/all/images/61/37/60x45/613796d3.jpg |  Opel Astra J Рестайлинг1.6 AT (170 л.с.)  | #fde910 | 1 250 000 |  2013  |  1 500 км  |  1.6 AT (170 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279745-00862 | http://is7.auto.ru/all/images/f1/8c/60x45/f18c94eb.jpg |  Opel Astra J Рестайлинг1.6 AT (170 л.с.)  | #fde910 | 1 340 000 |  2014  |  9 500 км  |  1.6 AT (170 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279743-54113 | http://is16.auto.ru/all/images/36/59/60x45/36592901.jpg |  Opel Astra H Рестайлинг1.4 MT (90 л.с.)  | #9c9999 | 350 000 |  2007  |  95 659 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279753-4349a | http://is15.auto.ru/all/images/ab/71/60x45/ab71ede8.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 360 000 |  2007  |  129 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279751-b20d | http://is2.auto.ru/all/images/73/69/60x45/73696a44.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #FF0000 | 375 000 |  2008  |  80 200 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007279737-f2cc6 | http://is5.auto.ru/all/images/fa/28/60x45/fa28642e.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #ffefd5 | 415 000 |  2007  |  85 179 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007279139-2b90a2 | http://is3.auto.ru/all/images/0e/83/60x45/0e830854.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 370 000 |  2010  |  67 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1004593913-feebab | http://is5.auto.ru/all/images/62/d9/60x45/62d9eebb.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 727 000 |  2011  |  68 093 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005723261-521d8c | http://is5.auto.ru/all/images/7f/8c/60x45/7f8c87d6.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #0088ff | 733 000 |  2010  |  65 050 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005287839-79c2 | http://is6.auto.ru/all/images/3b/6e/60x45/3b6e8ac5.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #ffefd5 | 370 000 |  2007  |  147 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005891587-847d0 | http://is9.auto.ru/all/images/73/f5/60x45/73f56e1d.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #9c9999 | 718 000 |  2010  |  73 270 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005674739-6df5f6 | http://is15.auto.ru/all/images/d5/4c/60x45/d54c425d.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #0000FF | 377 000 |  2006  |  105 023 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007278731-a37cd | http://is17.auto.ru/all/images/8c/3c/60x45/8c3cfd37.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #FFFFFF | 614 000 |  2011  |  65 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Коломна | 23.01.15
1007278743-9776 | http://is5.auto.ru/all/images/fe/6c/60x45/fe6c59c0.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #9c9999 | 339 000 |  2007  |  138 869 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Коломна | 23.01.15
1007278753-237a10 | http://is18.auto.ru/all/images/f3/c3/60x45/f3c3c2cb.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #0000FF | 379 000 |  2007  |  130 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Коломна | 23.01.15
1007278687-b72c | http://is2.auto.ru/all/images/b8/f5/60x45/b8f52661.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 339 000 |  2007  |  109 286 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Коломна | 23.01.15
1007278479-e5969e | http://is9.auto.ru/all/images/b4/77/60x45/b477b6ef.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 467 000 |  2011  |  14 750 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Тула | 23.01.15
1007278153-e7ef | http://is16.auto.ru/all/images/db/a2/60x45/dba270f1.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 495 000 |  2011  |  56 328 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 23.01.15
1006285479-1fcbe | http://is17.auto.ru/all/images/94/bf/60x45/94bf4466.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #FFFFFF | 659 000 |  2011  |  61 329 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
