1007255473-928d | http://is8.auto.ru/all/images/f9/ed/60x45/f9edc7da.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 455 000 |  2011  |  98 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Протвино | 23.01.15
1005613061-74100 | http://is8.auto.ru/all/images/b8/50/60x45/b850dafc.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 420 000 |  2008  |  238 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007269467-509b | http://is13.auto.ru/all/images/d7/9f/60x45/d79fa20b.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 420 000 |  2009  |  35 230 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007270313-80072b | http://is3.auto.ru/all/images/93/ce/60x45/93ce6262.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 424 000 |  2008  |  83 200 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007271049-3a94 | http://is13.auto.ru/all/images/17/7a/60x45/177ae304.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 435 000 |  2008  |  123 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Подольск | 23.01.15
1007270329-3775fb | http://is6.auto.ru/all/images/b0/1e/60x45/b01e259b.jpg |  Kia Cee'd I1.6d AT (115 л.с.)  | #000000 | 437 000 |  2009  |  89 427 км  |  1.6d AT (115 л.с.)универсал, дизель, передний  | Москва | 23.01.15
1007270339-589c | http://is4.auto.ru/all/images/23/c8/60x45/23c895e5.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 445 000 |  2009  |  75 250 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006181615-19af0 | http://is9.auto.ru/all/images/04/6e/60x45/046e8816.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #CACECB | 450 000 |  2009  |  88 473 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Екатеринбург | 23.01.15
1005823063-4c913 | http://is8.auto.ru/all/images/81/e4/60x45/81e4f6bf.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #9c9999 | 519 000 |  2008  |  80 000 км  |  2.0 MT (143 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1005613059-070e | http://is16.auto.ru/all/images/13/75/60x45/13754dad.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 640 000 |  2008  |  104 300 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267931-48517 | http://is15.auto.ru/all/images/5e/df/60x45/5edfd672.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #0088ff | 405 000 |  2011  |  42 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007266797-8714a0 | http://is14.auto.ru/all/images/64/39/60x45/64397dc2.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FFFFFF | 419 000 |  2011  |  56 172 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267939-04f38 | http://is12.auto.ru/all/images/39/ff/60x45/39ff7a69.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 444 000 |  2010  |  55 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265927-82da73 | http://is10.auto.ru/all/images/bf/ab/60x45/bfabd92d.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 445 000 |  2010  |  61 400 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007266455-0aea1 | http://is9.auto.ru/all/images/41/84/60x45/4184679d.jpg |  Kia Cee'd I Рестайлинг2.0 AT (143 л.с.)  | #000000 | 450 000 |  2011  |  66 011 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007266457-d937 | http://is8.auto.ru/all/images/11/19/60x45/1119ff26.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #9c9999 | 460 000 |  2010  |  61 381 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005692211-60262 | http://is7.auto.ru/all/images/ca/76/60x45/ca76fc64.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #ffefd5 | 468 564 |  2011  |  55 031 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265145-3719c | http://is14.auto.ru/all/images/e1/20/60x45/e120d4ee.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 475 000 |  2010  |  72 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007267321-ddc1f2 | http://is2.auto.ru/all/images/88/7f/60x45/887f1f28.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FF0000 | 483 000 |  2011  |  24 300 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007269045-17d9e5 | http://is2.auto.ru/all/images/6f/82/60x45/6f82843e.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 485 000 |  2012  |  70 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265753-3694b | http://is9.auto.ru/all/images/aa/5c/60x45/aa5cec26.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #ffefd5 | 490 000 |  2011  |  42 592 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007268467-3e1a3 | http://is6.auto.ru/all/images/8e/7b/60x45/8e7bb831.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 504 000 |  2011  |  65 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265347-58f8eb | http://is6.auto.ru/all/images/56/e8/60x45/56e8ce12.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 515 000 |  2010  |  60 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007267331-8265 | http://is9.auto.ru/all/images/51/be/60x45/51be4183.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 525 000 |  2010  |  64 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007267341-7704be | http://is4.auto.ru/all/images/c1/b3/60x45/c1b36205.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 540 000 |  2011  |  39 400 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267351-23d9a | http://is13.auto.ru/all/images/ff/82/60x45/ff82343f.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 555 000 |  2011  |  47 800 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007267361-82092 | http://is17.auto.ru/all/images/95/88/60x45/9588cc48.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #ffefd5 | 555 000 |  2012  |  33 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007267369-675a9 | http://is18.auto.ru/all/images/fd/01/60x45/fd01b09a.jpg |  Kia Cee'd I Рестайлинг1.6d AT (128 л.с.)  | #FFFFFF | 573 000 |  2012  |  45 000 км  |  1.6d AT (128 л.с.)хэтчбек, дизель, передний  | Москва | 23.01.15
1007265723-805a | http://is9.auto.ru/all/images/45/87/60x45/4587260b.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #9c9999 | 575 000 |  2014  |  7 600 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007266803-174b | http://is2.auto.ru/all/images/8e/27/60x45/8e27cdbc.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 585 000 |  2012  |  44 673 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007265859-906f | http://is2.auto.ru/all/images/87/c6/60x45/87c65ed7.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FFFFFF | 720 000 |  2013  |  17 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265879-9bdecc | http://is4.auto.ru/all/images/36/96/60x45/3696da7e.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #926547 | 750 000 |  2014  |  7 500 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265951-3129 | http://is18.auto.ru/all/images/e5/c4/60x45/e5c43769.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 480 000 |  2010  |  62 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007267271-e267a | http://is5.auto.ru/all/images/97/f7/60x45/97f77aea.jpg |  Kia Cee'd I2.0d MT (140 л.с.)  | #0088ff | 370 000 |  2008  |  83 100 км  |  2.0d MT (140 л.с.)универсал, дизель, передний  | Москва | 23.01.15
1007267281-b5e3ea | http://is14.auto.ru/all/images/4a/1e/60x45/4a1ed9b4.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 380 000 |  2009  |  62 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007264859-1c14 | http://is4.auto.ru/all/images/5d/f4/60x45/5df4c683.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #FF0000 | 389 000 |  2008  |  44 500 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Саратов | 23.01.15
1007268311-916f5 | http://is12.auto.ru/all/images/2f/58/60x45/2f5844b2.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 390 000 |  2009  |  72 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007266295-f961f | http://is2.auto.ru/all/images/6c/fa/60x45/6cfacd41.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #0000FF | 395 000 |  2009  |  89 110 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265727-5424 | http://is14.auto.ru/all/images/8c/6b/60x45/8c6bc194.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 399 000 |  2009  |  65 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007265887-36ed | http://is8.auto.ru/all/images/c2/17/60x45/c2174a2e.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #9c9999 | 399 000 |  2009  |  63 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267921-50de | http://is13.auto.ru/all/images/03/56/60x45/03560248.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 399 000 |  2009  |  39 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267291-f344 | http://is16.auto.ru/all/images/85/9a/60x45/859a67c9.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #0000FF | 400 000 |  2009  |  69 400 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1005692125-8f655a | http://is16.auto.ru/all/images/f9/35/60x45/f9355589.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 403 599 |  2009  |  87 273 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007266841-880a | http://is17.auto.ru/all/images/b4/e3/60x45/b4e36391.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 405 000 |  2009  |  61 300 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007268321-e6194 | http://is6.auto.ru/all/images/e2/8e/60x45/e28ec611.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 405 000 |  2009  |  56 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007268331-b44d | http://is6.auto.ru/all/images/ad/1f/60x45/ad1f358f.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #34ba2b | 420 000 |  2009  |  68 900 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007266847-8ce936 | http://is12.auto.ru/all/images/f8/b1/60x45/f8b1c21f.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #ffefd5 | 425 000 |  2009  |  64 200 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007267301-a1ad0 | http://is3.auto.ru/all/images/d2/e9/60x45/d2e9983b.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 433 000 |  2009  |  42 450 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007265197-831c7f | http://is13.auto.ru/all/images/3b/96/60x45/3b96a7ec.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 435 000 |  2009  |  86 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1007267311-595f96 | http://is12.auto.ru/all/images/62/87/60x45/62872848.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #000000 | 435 000 |  2009  |  68 350 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007268343-840f94 | http://is2.auto.ru/all/images/77/72/60x45/7772b8db.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 445 000 |  2009  |  55 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007178411-ad865a | http://is2.auto.ru/all/images/5b/9f/60x45/5b9f01a2.jpg |  Kia Cee'd I1.6d AT (115 л.с.)  | #ffefd5 | 485 715 |  2009  |  68 667 км  |  1.6d AT (115 л.с.)хэтчбек, дизель, передний  | Москва | 23.01.15
1007266049-855b | http://is18.auto.ru/all/images/fe/25/60x45/fe259408.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #0000FF | 489 888 |  2008  |  99 000 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Санкт-Петербург | 23.01.15
1007265947-225328 | http://is7.auto.ru/all/images/a1/47/60x45/a1479f6a.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 460 000 |  2009  |  71 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007264283-60983d | http://is16.auto.ru/all/images/cb/3c/60x45/cb3cead4.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 570 000 |  2010  |  100 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1005534291-6a4d | http://is6.auto.ru/all/images/5c/6b/60x45/5c6ba886.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FFFFFF | 587 100 |  2012  |  56 738 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007264747-fcbd6 | http://is16.auto.ru/all/images/e0/81/60x45/e0813dd5.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 630 000 |  2013  |  48 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1006585015-adfc | http://is12.auto.ru/all/images/50/ee/60x45/50ee2e36.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #CACECB | 421 275 |  2008  |  119 946 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1005406285-9d732 | http://is17.auto.ru/all/images/fd/7e/60x45/fd7e5a68.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CC0033 | 499 999 |  2008  |  81 916 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 23.01.15
1007262461-468aa6 | http://is1.auto.ru/all/images/b9/f9/60x45/b9f925e5.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #CACECB | 441 000 |  2010  |  135 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 23.01.15
1007263175-5027f9 | http://is9.auto.ru/all/images/51/5b/60x45/515ba6e1.jpg |  Kia Cee'd I Рестайлинг1.6d AT (128 л.с.)  | #0000FF | 500 000 |  2011  |  64 700 км  |  1.6d AT (128 л.с.)хэтчбек, дизель, передний  | Ростов-на-Дону | 23.01.15
1007262207-a2a7a7 | http://is9.auto.ru/all/images/0d/6f/60x45/0d6f56a2.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #ffefd5 | 508 000 |  2010  |  77 500 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Набережные Челны | 23.01.15
1007262657-a76c6 | http://is1.auto.ru/all/images/f7/c9/60x45/f7c964e7.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 509 000 |  2010  |  136 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Набережные Челны | 23.01.15
1007263119-a9147e | http://is5.auto.ru/all/images/3a/e1/60x45/3ae126d3.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #9c9999 | 514 000 |  2010  |  78 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Уфа | 23.01.15
1007262071-b2a71 | http://is4.auto.ru/all/images/1b/12/60x45/1b12ee58.jpg |  Kia Cee'd I Рестайлинг1.6d MT (128 л.с.)  | #ffefd5 | 530 000 |  2011  |  48 000 км  |  1.6d MT (128 л.с.)хэтчбек, дизель, передний  | Казань | 23.01.15
1007262593-cf031b | http://is3.auto.ru/all/images/27/cc/60x45/27ccd4c7.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 535 000 |  2011  |  61 500 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 23.01.15
1007262515-5c5fed | http://is11.auto.ru/all/images/02/78/60x45/027811cb.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 543 550 |  2012  |  36 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Казань | 23.01.15
1007263107-f4fa | http://is6.auto.ru/all/images/32/7e/60x45/327eaf59.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 684 000 |  2013  |  19 200 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Уфа | 23.01.15
1007263127-1e5ebe | http://is15.auto.ru/all/images/87/30/60x45/87306ede.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 704 000 |  2012  |  33 500 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Уфа | 23.01.15
1007261837-446a | http://is18.auto.ru/all/images/14/8a/60x45/148a7e51.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 727 700 |  2013  |  27 530 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Ижевск | 23.01.15
1007262353-4f62a | http://is13.auto.ru/all/images/9b/84/60x45/9b84aa46.jpg |  Kia Cee'd I1.6d MT (115 л.с.)  | #000000 | 394 000 |  2008  |  115 000 км  |  1.6d MT (115 л.с.)универсал, дизель, передний  | Набережные Челны | 23.01.15
1007262009-01977 | http://is16.auto.ru/all/images/c4/71/60x45/c471dae8.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 398 000 |  2008  |  57 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
